species,basisOfRecord,brackish,catalogNumber,class,classid,date_end,date_mid,date_start,date_year,decimalLatitude,decimalLongitude,eventDate,family,familyid,genus,genusid,gigaclass,gigaclassid,infraphylum,infraphylumid,institutionCode,kingdom,kingdomid,locality,marine,occurrenceID,occurrenceStatus,order,orderid,ownerInstitutionCode,parvphylum,parvphylumid,phylum,phylumid,references,scientificName,scientificNameID,speciesid,subphylum,subphylumid,superclass,superclassid,id,dataset_id,node_id,dropped,absence,originalScientificName,aphiaID,flags,bathymetry,shoredistance,sst,sss,coordinateUncertaintyInMeters,country,footprintWKT,geodeticDatum,associatedReferences,collectionCode,collectionID,depth,eventID,identifiedBy,individualCount,lifeStage,maximumDepthInMeters,minimumDepthInMeters,samplingProtocol,waterBody,accessRights,datasetName,day,island,islandGroup,license,modified,month,recordNumber,recordedBy,rightsHolder,taxonID,type,verbatimDepth,year,disposition,higherGeography,language,namePublishedInID,originalNameUsage,scientificNameAuthorship,specificEpithet,startDayOfYear,verbatimCoordinateSystem,verbatimCoordinates,verbatimLatitude,verbatimLongitude,continent,datasetID,acceptedNameUsage,acceptedNameUsageID,countryCode,dateIdentified,eventRemarks,fieldNumber,identificationID,institutionID,locationID,locationRemarks,preparations,previousIdentifications,taxonRank,verbatimSRS,typeStatus,georeferenceProtocol,georeferenceRemarks,higherClassification,nomenclaturalCode,stateProvince,unaccepted,bibliographicCitation,habitat,sex,coordinatePrecision,occurrenceRemarks,subfamily,subfamilyid,organismQuantity,organismQuantityType,vernacularName,endDayOfYear,footprintSRS
Thunnus albacares,Occurrence,True,#1306492624625#0.7331346519913143,Teleostei,293496.0,,,,,-9.633472,56.58347,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, SÃ¨te, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (TAAF):#1306492624625#0.7331346519913143:0x0160A80101000100",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,030cf132-c9a8-4e25-86f8-38bcf4771c1a,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],3724.0,78227.0,27.62,34.91,,,,,,DCR (TAAF),,,,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3127,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306492624625#0.7331346519913143,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,EME_1-34131,Teleostei,293496.0,,,,,11.335393333333,48.436013333333,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, Sète, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-34131",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,030d8f26-f320-4a68-a606-cd4cb4fdf22b,f62024d7-1126-41a8-8dde-ff257d232c4d,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],262.0,5933.0,28.59,36.34,,,,,,ll_YugNIRO,,,,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3125,,,,,,,,,,,,,,,,,,,,,,,,,,,Scombrinae,267118.0,,,,,
Thunnus albacares,HumanObservation,True,MCM-LINE-1945534,Teleostei,293496.0,883267200000.0,883267200000.0,883267200000.0,1997.0,-30.8066997528,30.4129009247,1997-12-28T12:00:00Z,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MCM,Animalia,2.0,Shelly Beach,True,,,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,030de6d2-e998-469d-83ce-093494137a4a,fd13c964-0fb6-4ef4-ae89-e35fc88a9c77,['14fc439c-707d-41d6-a3d4-b9d2696205fe'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],-15.0,17.0,23.57,35.29,,South Africa,,,,LINE,,,,,,,,,,Indian,,,28,,,,,12,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scombrinae,267118.0,,,,,
Thunnus albacares,HumanObservation,True,MCM-LINE-676939,Teleostei,293496.0,622771200000.0,622771200000.0,622771200000.0,1989.0,-30.7425994873,30.4591007233,1989-09-26T12:00:00Z,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MCM,Animalia,2.0,Port Shepstone,True,,,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,030ea0dc-3f95-4960-891f-960445058a22,fd13c964-0fb6-4ef4-ae89-e35fc88a9c77,['14fc439c-707d-41d6-a3d4-b9d2696205fe'],False,False,Thunnus albacares,127027.0,"['NO_DEPTH', 'ON_LAND']",11.0,-47.0,23.57,35.29,,South Africa,,,,LINE,,,,,,,,,,Indian,,,26,,,,,9,,,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,#1306914456971#0.03193989885604631,Teleostei,293496.0,,,,,-5.8334723,70.966805,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, SÃ¨te, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:Faune associÃ©e (IEO):#1306914456971#0.03193989885604631:0xB8D5A70101000900",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,0310ea8c-cdb7-409b-a75f-cd5a75a9f791,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],3882.0,55426.0,28.63,34.68,,,,,,Faune associÃ©e (IEO),,,,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3127,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306914456971#0.03193989885604631,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,EME_1-77344,Teleostei,293496.0,,,,,-8.60369999999999,60.0,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, Sète, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-77344",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,0314ef2a-b476-443e-a96d-2ab58fc5d6eb,f62024d7-1126-41a8-8dde-ff257d232c4d,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],602.0,416856.0,27.79,34.87,,,,,,ll_YugNIRO,,,,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3125,,,,,,,,,,,,,,,,,,,,,,,,,,,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,EME_1-31994,Teleostei,293496.0,,,,,0.38563333333333,55.9558,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, Sète, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-31994",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,03151aef-3f82-4232-8490-59bffdf291ae,f62024d7-1126-41a8-8dde-ff257d232c4d,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],2145.0,463187.0,28.63,35.35,,,,,,ll_YugNIRO,,,,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3125,,,,,,,,,,,,,,,,,,,,,,,,,,,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,#1307366649662#0.8913168479472917,Teleostei,293496.0,,,,,-4.766805,42.78347,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, SÃ¨te, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366649662#0.8913168479472917:0xFA3DA80101000C00",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,03153f08-3bfe-4902-a067-ac5d74a76311,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],3807.0,322273.0,27.56,35.25,,,,,,DCR (IRD),,,,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3127,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366649662#0.8913168479472917,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,#1303294937031#0.8207347187135158,Teleostei,293496.0,,,,,-15.233473,41.750137,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, SÃ¨te, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (TAAF):#1303294937031#0.8207347187135158:0x977BA80101000300",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,03162fd7-c8f3-4676-9258-c91a36a27418,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],2517.0,105148.0,27.62,34.96,,,,,,DCR (TAAF),,,,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3127,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1303294937031#0.8207347187135158,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,#1306914437672#0.01473443276964359,Teleostei,293496.0,,,,,-3.6668057,41.600136,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, SÃ¨te, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:Faune associÃ©e (IEO):#1306914437672#0.01473443276964359:0x4DFBA70101000A00",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,03189999-cad8-4827-8649-c35215d649d6,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],2816.0,160985.0,27.55,35.18,,,,,,Faune associÃ©e (IEO),,,,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3127,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306914437672#0.01473443276964359,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,EME_1-34975,Teleostei,293496.0,,,,,10.888643333333,45.7880833333329,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, Sète, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-34975",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,031a0f89-57bc-4173-acce-724caa58712e,f62024d7-1126-41a8-8dde-ff257d232c4d,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],152.0,2881.0,28.56,36.4,,,,,,ll_YugNIRO,,,,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3125,,,,,,,,,,,,,,,,,,,,,,,,,,,Scombrinae,267118.0,,,,,
Thunnus albacares,HumanObservation,True,MCM-LINE-1077225,Teleostei,293496.0,700358400000.0,700358400000.0,700358400000.0,1992.0,-30.640499115,30.5365009308,1992-03-12T12:00:00Z,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MCM,Animalia,2.0,Pumula,True,,,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,031b80b7-ff48-4523-977e-bcf5cd9502cf,fd13c964-0fb6-4ef4-ae89-e35fc88a9c77,['14fc439c-707d-41d6-a3d4-b9d2696205fe'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],-4.0,57.0,23.56,35.28,,South Africa,,,,LINE,,,,,,,,,,Indian,,,12,,,,,3,,,,,,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,#1307366642733#0.7492754330662225,Teleostei,293496.0,,,,,1.0834723,51.83347,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, SÃ¨te, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366642733#0.7492754330662225:0xC8F0A70101000500",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,031b995d-3003-407e-80cb-c5225699d797,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],5100.0,571909.0,27.89,35.36,,,,,,DCR (IRD),,,,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3127,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366642733#0.7492754330662225,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,EME_1-42503,Teleostei,293496.0,,,,,-9.82156666666669,59.8383333333329,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, Sète, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-42503",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,031bd51f-8c35-418b-8d22-9d5e5f566253,f62024d7-1126-41a8-8dde-ff257d232c4d,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],44.0,350625.0,27.61,34.81,,,,,,ll_YugNIRO,,,,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3125,,,,,,,,,,,,,,,,,,,,,,,,,,,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,EME_1-82417,Teleostei,293496.0,,,,,-1.3186666666667,49.8383333333329,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, Sète, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-82417",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,031c4b0f-2b3b-4f3d-b360-c4c220a27d83,f62024d7-1126-41a8-8dde-ff257d232c4d,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],5022.0,558508.0,27.89,35.37,,,,,,ll_YugNIRO,,,,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3125,,,,,,,,,,,,,,,,,,,,,,,,,,,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,EME_1-82554,Teleostei,293496.0,,,,,0.402459999999999,55.687463333333,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, Sète, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-82554",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,031ce540-03fe-4173-80cf-42527c9458fe,f62024d7-1126-41a8-8dde-ff257d232c4d,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],4797.0,460617.0,28.59,35.35,,,,,,ll_YugNIRO,,,,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3125,,,,,,,,,,,,,,,,,,,,,,,,,,,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,#1307366750277#0.37628738823185204,Teleostei,293496.0,,,,,-5.650139,54.883472,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, SÃ¨te, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366750277#0.37628738823185204:0xF46BA80101000900",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,031d4b11-babe-40c9-b464-81efd38c976a,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],3477.0,59912.0,28.01,35.21,,,,,,DCR (IRD),,,,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3127,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366750277#0.37628738823185204,Scombrinae,267118.0,,,,,
Thunnus albacares,HumanObservation,True,MCM-LINE-2531747,Teleostei,293496.0,1036627200000.0,1036627200000.0,1036627200000.0,2002.0,-30.8066997528,30.4129009247,2002-11-07T12:00:00Z,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MCM,Animalia,2.0,Shelly Beach,True,,,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,031d9dfd-8618-42ed-a61e-250aa52977fa,fd13c964-0fb6-4ef4-ae89-e35fc88a9c77,['14fc439c-707d-41d6-a3d4-b9d2696205fe'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],-15.0,17.0,23.57,35.29,,South Africa,,,,LINE,,,,,,,,,,Indian,,,7,,,,,11,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,#1303848342279#0.6603247938691235,Teleostei,293496.0,,,,,-4.300139,45.350136,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, SÃ¨te, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (TAAF):#1303848342279#0.6603247938691235:0x367CA80101000000",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,031de7d6-c8fe-4258-8330-ae0a4ce62ee1,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],4652.0,511286.0,27.54,35.3,,,,,,DCR (TAAF),,,,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3127,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1303848342279#0.6603247938691235,Scombrinae,267118.0,,,,,
Thunnus albacares,HumanObservation,True,MCM-LINE-1234400,Teleostei,293496.0,729907200000.0,729907200000.0,729907200000.0,1993.0,-30.386100769,30.6966991425,1993-02-17T12:00:00Z,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MCM,Animalia,2.0,Pennington,True,,,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,031e1978-01b7-43bb-88d1-eaa8ef76732e,fd13c964-0fb6-4ef4-ae89-e35fc88a9c77,['14fc439c-707d-41d6-a3d4-b9d2696205fe'],False,False,Thunnus albacares,127027.0,"['NO_DEPTH', 'ON_LAND']",-12.0,-87.0,23.51,35.26,,South Africa,,,,LINE,,,,,,,,,,Indian,,,17,,,,,2,,,,,,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,EME_1-88202,Teleostei,293496.0,,,,,-11.0,60.285133333333,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, Sète, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-88202",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,031e6419-d319-45f3-9e42-48f3b0ce640e,f62024d7-1126-41a8-8dde-ff257d232c4d,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],1030.0,395506.0,27.38,34.77,,,,,,ll_YugNIRO,,,,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3125,,,,,,,,,,,,,,,,,,,,,,,,,,,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,#1306921342472#0.4670674121994417,Teleostei,293496.0,,,,,-14.333472,44.53347,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, SÃ¨te, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:TAAF (Iles Eparses):#1306921342472#0.4670674121994417:0xB0E2A70101000C00",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,0321b03d-5127-426d-969d-336b29bff031,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],3661.0,161393.0,27.8,34.94,,,,,,TAAF (Iles Eparses),,,,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3127,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306921342472#0.4670674121994417,Scombrinae,267118.0,,,,,
Thunnus albacares,Occurrence,True,#1307366867911#0.6609495553430954,Teleostei,293496.0,,,,,-3.650139,67.63347,,Scombridae,125559.0,Thunnus,126065.0,Actinopterygii,10194.0,Gnathostomata,1828.0,"IRD, UMR EME, SÃ¨te, France",Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366867911#0.6609495553430954:0x90F6A70101000B00",present,Scombriformes,1517490.0,,Osteichthyes,152352.0,Chordata,1821.0,,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Vertebrata,146419.0,Actinopteri,843664.0,032310de-b5ef-4a98-8863-e814c5c1528a,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027.0,['NO_DEPTH'],3682.0,489889.0,29.03,35.0,,,,,,DCR (IRD),,,,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,https://marineinfo.org/id/dataset/3127,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366867911#0.6609495553430954,Scombrinae,267118.0,,,,,
