species,basisOfRecord,brackish,catalogNumber,class,classid,date_end,date_mid,date_start,date_year,decimalLatitude,decimalLongitude,eventDate,family,familyid,genus,genusid,kingdom,kingdomid,locality,marine,occurrenceID,occurrenceStatus,order,orderid,phylum,phylumid,scientificName,scientificNameID,speciesid,originalScientificName,aphiaID,bathymetry,shoredistance,sst,sss,coordinateUncertaintyInMeters,country,geodeticDatum,depth,individualCount,lifeStage,maximumDepthInMeters,minimumDepthInMeters,samplingProtocol,waterBody,day,island,islandGroup,modified,month,taxonID,type,verbatimDepth,year,higherGeography,language,namePublishedInID,originalNameUsage,scientificNameAuthorship,specificEpithet,startDayOfYear,continent,acceptedNameUsage,acceptedNameUsageID,countryCode,dateIdentified,eventRemarks,fieldNumber,locationID,locationRemarks,taxonRank,typeStatus,georeferenceProtocol,georeferenceRemarks,higherClassification,nomenclaturalCode,stateProvince,unaccepted,habitat,sex,coordinatePrecision,occurrenceRemarks,organismQuantity,organismQuantityType,vernacularName,endDayOfYear,sst_bad,sss_bad
Sardinella longiceps,HumanObservation,False,4012,Teleostei,293496.0,-3865795200000.0,-3865795200000.0,-3865795200000.0,1847.0,10.0,93.0,1847-07-02 12:00:00+00:00,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Andaman & Nicobar Islands,True,12590,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,1324.0,77172.0,28.91,32.43,,,,,,,,,,,2.0,,,,7.0,,,,1847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,,,,,12.4105308574551,53.2672707221978,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Socotra Archipelago,True,socotra-zajonz-2019:occurrence:7c20f4189386153ade2f048c7088cd95,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,533.0,13467.0,26.5,35.92,160752.954386071,Yemen,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00089,Teleostei,293496.0,1276473600000.0,1276473600000.0,1276473600000.0,2010.0,8.66,76.56,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Intermediate between Thiruvananthapuram and Kollam,True,87617,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,48.0,17634.0,28.23,34.35,,,,25.0,1.0,Larvae,50.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1244937600000.0,1244246400000.0,1243641600000.0,2009.0,8.47,76.49,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Tvpm,True,94224,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,94.0,36801.0,28.36,34.36,,,,100.0,,,100.0,,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,21422,Teleostei,293496.0,,,,,23.8333,57.6667,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,,True,FN2[32848459]:BPBM-5[212269:21422],,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,15.0,6186.0,28.29,36.85,,,,,1.0,,,,,,,Gulf of Oman,Gulf of Oman,9/1/2003,,212269.0,Collection,18m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1293753600000.0,1262217600000.0,1230768000000.0,2009.0,11.7167,79.8167,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Cuddalore,True,82396,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,14.0,3674.0,28.53,33.09,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1376179200000.0,1374969600000.0,1373760000000.0,2013.0,9.4984,76.14273333,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Aleppey,True,94393,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,29.0,18665.0,28.4,34.41,,,,33.0,,,33.0,33.0,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,35715,Teleostei,293496.0,,,,,11.250505,75.773362,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,,True,FN2[31250045]:CAS-62[212269:35715],,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,-7.0,-211.0,,,4793.0,India,,,3.0,,,,,,,,,00:00.0,,212269.0,Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1376179200000.0,1374969600000.0,1373760000000.0,2013.0,13.87516667,74.38733333,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Bhatkal,True,94407,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,32.0,16124.0,28.57,35.08,,,,32.0,,,32.0,32.0,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1244937600000.0,1244246400000.0,1243641600000.0,2009.0,8.47,76.8,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Tvpm,True,94222,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,46.0,10074.0,28.15,34.32,,,,30.0,,,30.0,,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00138,Teleostei,293496.0,1249603200000.0,1249603200000.0,1249603200000.0,2009.0,10.81,75.58,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Intermediate between Kozhikode and Kochi,True,87666,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,41.0,34764.0,28.44,34.58,,,,25.0,1.0,Larvae,50.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,,,,,21.9442127684078,88.8980217778187,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Bangla Sundarbans,True,bangla-sundarbans-habib-2020:occurrence:7b35a2732e1e224bd6d1748682b13211,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,-1.0,-46.0,,,29343.6447842925,Bangladesh,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
Sardinella longiceps,PreservedSpecimen,False,38128-32,Teleostei,293496.0,,,,,24.850037,66.851557,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,,True,FN2[32613435]:LACM-9[212269:38128-32],,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,4.0,1234.0,26.37,36.02,10000.0,Pakistan,,,1.0,,,,,,,,,10/8/2018,,212269.0,Collection,15.2-18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00126,Teleostei,293496.0,1254096000000.0,1254096000000.0,1254096000000.0,2009.0,11.99,75.06,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,off Kannur,True,87654,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,32.0,14679.0,28.5,34.79,,,,15.0,1.0,Larvae,30.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00151,Teleostei,293496.0,1243814400000.0,1243814400000.0,1243814400000.0,2009.0,8.44,76.1,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Off Thiruvananthapuram,True,87679,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,977.0,70798.0,28.55,34.42,,,,500.0,1.0,Larvae,1000.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,2586,Teleostei,293496.0,1009756800000.0,725760000000.0,441763200000.0,1992.0,-0.023559101,37.90620041,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Kenya,True,KMFRI_19842001_1640,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,-842.0,-383810.0,,,,Kenya,,,,,,,,,,,,2023-04-05 17:28:04,,,,,,,,,,Valenciennes 1847,,,Indian,,,,,,,,,,,,,,,,,,,,,,,,,True,True
Sardinella longiceps,PreservedSpecimen,False,b-3080,Teleostei,293496.0,,,,,11.6829996109,75.5,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,,True,,,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,6.0,3506.0,28.38,34.72,,Inde,,,,,,,,indien,,,,,,,,,,,,,,valenciennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1212883200000.0,1200873600000.0,1188864000000.0,2008.0,11.49722222,79.77166667,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Annankovil,True,82793,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,4.0,-984.0,28.54,33.09,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00150,Teleostei,293496.0,1243814400000.0,1243814400000.0,1243814400000.0,2009.0,8.43,76.35,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Off Thiruvananthapuram,True,87678,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,558.0,51498.0,28.4,34.38,,,,250.0,1.0,Larvae,500.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,0000-3744,Teleostei,293496.0,,,,,11.683,75.5,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,,True,FN2[33814422]:MNHN-8[212269:0000-3744],,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,6.0,3506.0,28.38,34.72,10.0,inde,,,1.0,,,,,,,,,56:09.0,,212269.0,Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1250726400000.0,1250035200000.0,1249344000000.0,2009.0,9.0,76.3,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Kollam,True,94274,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,43.0,22623.0,28.31,34.38,,,,50.0,,,50.0,,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,b-3091,Teleostei,293496.0,,,,,11.8830003738,75.3830032349,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,,True,,,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,-26.0,-2730.0,28.37,34.76,,Inde,,,,,,,,indien,,,,,,,,,,,,,,valenciennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00139,Teleostei,293496.0,1249689600000.0,1249689600000.0,1249689600000.0,2009.0,9.93,76.0,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Off Kochi,True,87667,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,32.0,24959.0,28.43,34.42,,,,15.0,1.0,Larvae,30.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,105890,Teleostei,293496.0,-3850070400000.0,-3865795200000.0,-3881520000000.0,1847.0,6.01,81.16,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Sri Lanka,True,12587,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella (sardinella) longiceps,212269.0,60.0,12738.0,28.22,33.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,105890,Teleostei,293496.0,-3850070400000.0,-3865795200000.0,-3881520000000.0,1847.0,-6.329722,106.3322,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Java Island,True,12589,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella (sardinella) longiceps,212269.0,-46.0,-34833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00127,Teleostei,293496.0,1254355200000.0,1254355200000.0,1254355200000.0,2009.0,12.85,74.67,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Off Mangalore,True,87655,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,30.0,12201.0,28.57,34.94,,,,15.0,1.0,Larvae,30.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1376179200000.0,1374969600000.0,1373760000000.0,2013.0,15.2482,73.70238333,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Goa,True,94412,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,31.0,12333.0,28.45,35.22,,,,32.0,,,32.0,32.0,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00128,Teleostei,293496.0,1254355200000.0,1254355200000.0,1254355200000.0,2009.0,12.98,74.47,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Off Mangalore,True,87656,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,48.0,31034.0,28.65,34.95,,,,25.0,1.0,Larvae,50.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,187360,Teleostei,293496.0,1346457600000.0,1346457600000.0,1346457600000.0,2012.0,7.205556,79.828333,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Negombo Fish Market,True,340da002-fc21-11e2-ac3f-081965b14959,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,"Sardinella longiceps Valenciennes, 1847",212269.0,-4.0,135.0,28.32,34.06,,Sri Lanka,WGS84,,,,,,,,,,,2013-04-18 17:51:46,,,PhysicalObject,,,Asia | Sri Lanka,en,,,"Valenciennes, 1847",longiceps,,Asia,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,LK,2013-04-16,Bought at fish market,SRI3,41594122-fc21-11e2-ac3f-081965b14959,Geodetic datum assumed to be WGS84.,Species,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1250726400000.0,1250035200000.0,1249344000000.0,2009.0,12.01,75.07,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Kannur,True,94278,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,30.0,12783.0,28.49,34.8,,,,30.0,,,30.0,,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00001,Teleostei,293496.0,1243987200000.0,1243987200000.0,1243987200000.0,2009.0,9.0,76.27,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,off Kollam,True,87529,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,48.0,25562.0,28.31,34.38,,,,25.0,1.0,Larvae,50.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00261,Teleostei,293496.0,1241827200000.0,1241827200000.0,1241827200000.0,2009.0,13.11,80.53,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,,True,87789,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,112.0,23815.0,28.62,32.94,,,,50.0,1.0,Larvae,100.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1376179200000.0,1374969600000.0,1373760000000.0,2013.0,9.9627,75.648,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Kochi,True,94398,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,72.0,61119.0,28.63,34.52,,,,108.0,,,108.0,108.0,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1356912000000.0,1341100800000.0,1325376000000.0,2012.0,11.483,79.767,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Mudasalodai,True,82399,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,-3.0,-1946.0,28.54,33.09,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1279324800000.0,1277424000000.0,1275609600000.0,2010.0,9.038433333,76.36991667,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Kollam,True,94324,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,35.0,13856.0,28.28,34.38,,,,32.0,,,32.0,32.0,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1250726400000.0,1250035200000.0,1249344000000.0,2009.0,7.8,77.51,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Kanyakmri,True,94273,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,51.0,30941.0,27.88,34.28,,,,50.0,,,50.0,,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1325289600000.0,1309564800000.0,1293840000000.0,2011.0,10.767,79.983,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Nagapattinam coast,True,82363,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,27.0,14060.0,28.6,33.05,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,B-3089,Teleostei,293496.0,,,,,11.983,79.833,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,,True,FN2[33803569]:MNHN-8[212269:B-3089],,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,-34.0,-1576.0,,,1.0,inde,,,5.0,,,,,,,,,56:17.0,,212269.0,Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00136,Teleostei,293496.0,1249516800000.0,1249516800000.0,1249516800000.0,2009.0,12.0,74.91,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Off Kannur,True,87664,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,53.0,29399.0,28.58,34.8,,,,25.0,1.0,Larvae,50.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1376179200000.0,1374969600000.0,1373760000000.0,2013.0,10.37016667,75.60535,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Valappad,True,94402,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,148.0,49317.0,28.52,34.54,,,,115.0,,,115.0,115.0,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,4012,Teleostei,293496.0,-3865795200000.0,-3865795200000.0,-3865795200000.0,1847.0,25.0,58.0,1847-07-02 12:00:00+00:00,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Gulf of Oman,True,12591,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,1345.0,63259.0,28.22,36.76,,,,,,,,,,,2.0,,,,7.0,,,,1847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00102,Teleostei,293496.0,1276041600000.0,1276041600000.0,1276041600000.0,2010.0,8.43,76.12,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Off Thiruvananthapuram,True,87630,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,966.0,70017.0,28.55,34.42,,,,485.0,1.0,Larvae,970.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1376179200000.0,1374969600000.0,1373760000000.0,2013.0,11.34366667,75.54313333,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Calicut,True,94404,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,32.0,16426.0,28.37,34.65,,,,31.0,,,31.0,31.0,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00145,Teleostei,293496.0,1243728000000.0,1243728000000.0,1243728000000.0,2009.0,8.24,76.87,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Intermediate between Thiruvananthapuram and Kanyakumari,True,87673,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,56.0,19779.0,28.14,34.31,,,,30.0,1.0,Larvae,60.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00071,Teleostei,293496.0,1276041600000.0,1276041600000.0,1276041600000.0,2010.0,8.47,76.48,,Dorosomatidae,1618557.0,Sardinella,125721.0,Animalia,2.0,Off Thiruvananthapuram,True,87599,present,Clupeiformes,10297.0,Chordata,1821.0,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Sardinella longiceps,212269.0,101.0,37660.0,28.36,34.36,,,,50.0,1.0,Larvae,100.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
