species,basisOfRecord,brackish,catalogNumber,class,classid,date_end,date_mid,date_start,date_year,decimalLatitude,decimalLongitude,eventDate,family,familyid,genus,genusid,kingdom,kingdomid,locality,marine,occurrenceID,occurrenceStatus,order,orderid,phylum,phylumid,scientificName,scientificNameID,speciesid,originalScientificName,aphiaID,bathymetry,shoredistance,sst,sss,coordinateUncertaintyInMeters,country,geodeticDatum,depth,individualCount,lifeStage,maximumDepthInMeters,minimumDepthInMeters,samplingProtocol,waterBody,day,island,islandGroup,modified,month,taxonID,type,verbatimDepth,year,higherGeography,language,namePublishedInID,originalNameUsage,scientificNameAuthorship,specificEpithet,startDayOfYear,continent,acceptedNameUsage,acceptedNameUsageID,countryCode,dateIdentified,eventRemarks,fieldNumber,locationID,locationRemarks,taxonRank,typeStatus,georeferenceProtocol,georeferenceRemarks,higherClassification,nomenclaturalCode,stateProvince,unaccepted,habitat,sex,coordinatePrecision,occurrenceRemarks,organismQuantity,organismQuantityType,vernacularName,endDayOfYear,sst_bad,sss_bad
Thunnus albacares,HumanObservation,True,BTE_ 2133,Teleostei,293496.0,1039910400000.0,1039910400000.0,1039910400000.0,2002.0,-4.42,59.7,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,Balbaya_tuna_ecoscope_ 2133,present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4087.0,415769.0,28.49,35.13,,,,,150.0,,,,,,,,,2017-12-06 13:37:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366803813#0.7380064296230302,Teleostei,293496.0,,,,,-5.783472,62.450138,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366803813#0.7380064296230302:0x0DEBA70101000300",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4021.0,695649.0,28.45,34.98,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366803813#0.7380064296230302,,,,,False,False
Thunnus albacares,Occurrence,True,#1306921340537#0.7375724322124521,Teleostei,293496.0,,,,,-18.916805,39.90014,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:TAAF (Iles Eparses):#1306921340537#0.7375724322124521:0x5052A80101000000",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,2634.0,215617.0,27.15,35.06,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306921340537#0.7375724322124521,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-3,Teleostei,293496.0,,,,,-6.7,52.3299999999999,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:stomac:EME_1-3",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,5139.0,54595.0,27.92,35.16,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-51447,Teleostei,293496.0,,,,,-9.15099999999999,60.0335333333329,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-51447",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,86.0,393330.0,27.68,34.83,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366660986#0.44197063988713936,Teleostei,293496.0,,,,,-3.5168056,55.500137,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366660986#0.44197063988713936:0xB369A80101000800",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3184.0,36230.0,28.41,35.3,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366660986#0.44197063988713936,,,,,False,False
Thunnus albacares,Occurrence,True,#1306921319289#0.6568077982104136,Teleostei,293496.0,,,,,-14.183473,45.300137,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:TAAF (Iles Eparses):#1306921319289#0.6568077982104136:0x1CDBA70101000800",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3380.0,132166.0,27.83,34.91,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306921319289#0.6568077982104136,,,,,False,False
Thunnus albacares,HumanObservation,True,37441002-3311:111:2-2002,Teleostei,293496.0,1041292800000.0,1025568000000.0,1009843200000.0,2002.0,-31.25,111.75,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,urn:catalog:BRS:Comfish_2000_2002:37441002-3311:111:2-2002,present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,5300.0,322639.0,20.36,35.66,50000.0,,,,,,,,,,,,,2006-04-10T02:06:00Z,,,,,,,,,,"(Bonnaterre, 1788)",albacares,,,,,,,,,,,Species,,,,,,,,,,,"Record indicates the presence of commercial catch records in the stated year within the stated 0.5 x 0.5 degree square. Additional information including catch weights and gross value product is available via the National Atlas of Commercial Marine Fisheries and Coastal Communities which is accessible from the BRS home page, http://www.brs.gov.au .",,,,,False,False
Thunnus albacares,Occurrence,True,#1306921323636#0.17434482865124779,Teleostei,293496.0,,,,,-15.400139,44.200138,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:TAAF (Iles Eparses):#1306921323636#0.17434482865124779:0x5C60A80101000C00",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,2495.0,91314.0,27.77,34.9,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306921323636#0.17434482865124779,,,,,False,False
Thunnus albacares,HumanObservation,True,MCM-LINE-1700715,Teleostei,293496.0,827020800000.0,827020800000.0,827020800000.0,1996.0,-30.278799057,30.7590007782,1996-03-17 12:00:00+00:00,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,Scottburgh,True,,,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,-1.0,-22.0,23.45,35.27,,South Africa,,,,,,,,Indian,17.0,,,,3.0,,,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366570213#0.24070584975172038,Teleostei,293496.0,,,,,-7.4501386,53.600136,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366570213#0.24070584975172038:0xC3D5A70101000500",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3901.0,99769.0,27.72,35.07,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366570213#0.24070584975172038,,,,,False,False
Thunnus albacares,HumanObservation,True,MCM-LINE-2043099,Teleostei,293496.0,902534400000.0,902534400000.0,902534400000.0,1998.0,-30.8066997528,30.4129009247,1998-08-08 12:00:00+00:00,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,Shelly Beach,True,,,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,-15.0,17.0,23.57,35.29,,South Africa,,,,,,,,Indian,8.0,,,,8.0,,,,1998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1306914456868#0.05463836457138016,Teleostei,293496.0,,,,,-3.9168057,73.0668,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:Faune associÃ©e (IEO):#1306914456868#0.05463836457138016:0x310BA80101000C00",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,2688.0,178090.0,29.0,34.76,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306914456868#0.05463836457138016,,,,,False,False
Thunnus albacares,Occurrence,True,#1310916080615#0.35813102235696437,Teleostei,293496.0,,,,,10.183473,54.216805,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1310916080615#0.35813102235696437:0xF043A80101000600",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4407.0,235982.0,26.81,35.76,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1310916080615#0.35813102235696437,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-84259,Teleostei,293496.0,,,,,-8.3186666666667,60.167666666667,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-84259",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,318.0,447223.0,27.88,34.86,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1306921342470#0.21798756168001732,Teleostei,293496.0,,,,,-14.333472,44.53347,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:TAAF (Iles Eparses):#1306921342470#0.21798756168001732:0xB731A80101000100",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3661.0,161393.0,27.8,34.94,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306921342470#0.21798756168001732,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366661617#0.701235378904343,Teleostei,293496.0,,,,,-7.3501387,58.300137,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366661617#0.701235378904343:0x4569A80101000200",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,1469.0,222852.0,27.91,34.92,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366661617#0.701235378904343,,,,,False,False
Thunnus albacares,Occurrence,True,#1306921334055#0.42332219621376177,Teleostei,293496.0,,,,,-14.366806,41.566803,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:TAAF (Iles Eparses):#1306921334055#0.42332219621376177:0xB4E2A70101000C00",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,2362.0,80395.0,27.6,34.95,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306921334055#0.42332219621376177,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-24734,Teleostei,293496.0,,,,,-10.0,59.7545,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-24734",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,544.0,337901.0,27.59,34.8,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,HumanObservation,True,MCM-LINE-2295467,Teleostei,293496.0,959472000000.0,959472000000.0,959472000000.0,2000.0,-28.7907009125,32.1097984314,2000-05-28 12:00:00+00:00,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,Richards Bay,True,,,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,-24.0,-134.0,23.74,35.25,,South Africa,,,,,,,,Indian,28.0,,,,5.0,,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,HumanObservation,True,,Teleostei,293496.0,378604800000.0,-31622400000.0,-441849600000.0,1968.0,-24.0,53.0,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,nishikawa-235445,present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,5475.0,386049.0,25.31,35.2,50000.0,,,0.0,,,0.0,0.0,,,,,,2022-07-22T13:11:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0-5.0,larvae per 1000 m3,yellowfin tuna,,False,False
Thunnus albacares,Occurrence,True,EME_1-44689,Teleostei,293496.0,,,,,-11.368866666667,60.469466666667,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-44689",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,2135.0,422875.0,27.36,34.77,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366592758#0.8261289146415446,Teleostei,293496.0,,,,,-3.1334724,52.466805,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366592758#0.8261289146415446:0x783BA80101000A00",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4628.0,219302.0,28.2,35.38,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366592758#0.8261289146415446,,,,,False,False
Thunnus albacares,Occurrence,True,#1306921334046#0.3061640172289226,Teleostei,293496.0,,,,,-14.483473,41.68347,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:TAAF (Iles Eparses):#1306921334046#0.3061640172289226:0xFE31A80101000400",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,2842.0,91126.0,27.62,34.96,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306921334046#0.3061640172289226,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-53401,Teleostei,293496.0,,,,,-9.97246666666669,60.4695666666669,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-53401",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,648.0,415783.0,27.66,34.78,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,HumanObservation,True,MCM-LINE-1965926,Teleostei,293496.0,887068800000.0,887068800000.0,887068800000.0,1998.0,-29.4463996887,31.2894992828,1998-02-10 12:00:00+00:00,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,Tinley Manor,True,,,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,-27.0,-78.0,22.98,35.18,,South Africa,,,,,,,,Indian,10.0,,,,2.0,,,,1998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-58143,Teleostei,293496.0,,,,,-7.9724666666667,61.771266666667,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-58143",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3463.0,611258.0,28.05,34.86,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-73161,Teleostei,293496.0,,,,,-12.3186666666669,59.469466666667,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-73161",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3725.0,364212.0,27.25,34.76,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366649916#0.28908825777855673,Teleostei,293496.0,,,,,2.750139,55.850136,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366649916#0.28908825777855673:0x463FA80101000400",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,5234.0,722105.0,28.51,35.42,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366649916#0.28908825777855673,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-27994,Teleostei,293496.0,,,,,-5.26827666666669,47.218026666667,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-27994",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4734.0,464310.0,27.79,35.28,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-73455,Teleostei,293496.0,,,,,-11.670666666667,60.6539,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-73455",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,1838.0,450954.0,27.38,34.76,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366767914#0.6918560436462546,Teleostei,293496.0,,,,,4.5834723,56.050137,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366767914#0.6918560436462546:0xDF59A80101000A00",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4423.0,767732.0,28.22,35.52,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366767914#0.6918560436462546,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-34878,Teleostei,293496.0,,,,,11.70421,50.3521,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-34878",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,149.0,6549.0,28.42,36.27,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1306914456767#0.09739422710239798,Teleostei,293496.0,,,,,-3.8834722,70.3168,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:Faune associÃ©e (IEO):#1306914456767#0.09739422710239798:0x1F78A80101000400",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3642.0,220810.0,29.02,34.9,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306914456767#0.09739422710239798,,,,,False,False
Thunnus albacares,Occurrence,True,EME_1-85932,Teleostei,293496.0,,,,,-14.1173666666669,107.51986666667,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-85932",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,5503.0,443108.0,27.63,34.26,,,,,,,,,,,,,,2013-06-20 10:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
Thunnus albacares,Occurrence,True,#1313604519203#0.3336249538827243,Teleostei,293496.0,,,,,-1.8501389,46.050137,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1313604519203#0.3336249538827243:0x6B44A80101000000",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4532.0,396400.0,27.42,35.36,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1313604519203#0.3336249538827243,,,,,False,False
Thunnus albacares,Occurrence,True,#1306921342454#0.4082597743277985,Teleostei,293496.0,,,,,-14.333472,44.633472,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:TAAF (Iles Eparses):#1306921342454#0.4082597743277985:0xF931A80101000200",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3512.0,157398.0,27.81,34.94,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306921342454#0.4082597743277985,,,,,False,False
Thunnus albacares,Occurrence,True,#1305641605593#0.3242718207097186,Teleostei,293496.0,,,,,-12.533473,56.850136,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (TAAF):#1305641605593#0.3242718207097186:0x26DFA70101000200",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4293.0,227803.0,27.18,34.81,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1305641605593#0.3242718207097186,,,,,False,False
Thunnus albacares,Occurrence,True,#1307366717835#0.3381906939937057,Teleostei,293496.0,,,,,-1.7501389,53.15014,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366717835#0.3381906939937057:0x3DEDA70101000000",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,4455.0,315614.0,28.29,35.38,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1307366717835#0.3381906939937057,,,,,False,False
Thunnus albacares,Occurrence,True,#1306921323848#0.7066947655679707,Teleostei,293496.0,,,,,-14.300139,43.866802,,Scombridae,125559.0,Thunnus,126065.0,Animalia,2.0,,True,"urn:catalog:IRD, UMR EME, SÃ¨te, France:TAAF (Iles Eparses):#1306921323848#0.7066947655679707:0xEF32A80101000700",present,Scombriformes,1517490.0,Chordata,1821.0,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,127027.0,Thunnus albacares,127027.0,3522.0,197748.0,27.78,34.96,,,,,,,,,,,,,,2013-06-20 10:40:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,,EME_1-fr.ird.observe.entities.TailleThon#1306921323848#0.7066947655679707,,,,,False,False
